"pitch_type","pitch_id","game_date","start_speed","x0","z0","player_name","batter","pitcher","events","description","spin_dir","spin_rate","break_angle","break_length","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","px","pz","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs","tfs_zulu","catcher","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","hit_speed","hit_angle","effective_speed","release_spin_rate","release_extension","game_pk"
"FS",5,"2016-09-17","87.13     ","-2.06","5.734","Yu Darvish","621563","506433","Home Run","In play, run(s)","208.648   ","1355.340  ","11.9      ","5.7       ","4 ","Joey Wendle homers (1) on a line drive to right field.  ","R ","L","R","TEX","OAK","X",9,3,1,1,2016,"-3.45                 ","6.26                ","-0.257","2.495               ","null","null","null",0,1,"top","219.2900","79.1800","000906","2016-09-18T00:09:06Z","518960","483630","160917_191511","5.65","-126.098            ","-3.77","-5.65","21.31","-21.84","3.27","1.54","395","99.8","29.33               ","87.68","1528.00","6.54",449084
"FF",10,"2016-09-17","93.29     ","-2.201","5.713","Yu Darvish","502143","506433","Lineout","In play, out(s)","181.386   ","2392.778  ","-1.2      ","2.4       ","4 ","Danny Valencia lines out sharply to third baseman Adrian Beltre.  ","R ","R","R","TEX","OAK","X",5,3,0,0,2016,"-0.29                 ","11.86               ","-0.671","2.816               ","null","null","null",0,1,"top","101.5200","164.6300","000941","2016-09-18T00:09:41Z","518960","483630","160917_191606","4.20","-134.933            ","-5.91","-0.54","25.43","-9.93","3.60","1.66","106","102.5","7.22                ","93.69","2468.00","6.56",449084
"FF",14,"2016-09-17","93.56     ","-2.096","5.651","Yu Darvish","519390","506433","Flyout","Ball","185.592   ","2474.899  ","4.3       ","2.4       ","14","Stephen Vogt flies out softly to left fielder Carlos Gomez.  ","R ","L","R","TEX","OAK","B",7,1,0,0,2016,"-1.19                 ","12.12               ","0.821","1.05                ","null","null","null",1,1,"top","78.1600","107.6600","001027","2016-09-18T00:10:27Z","518960","483630","160917_191652","8.27","-135.247            ","-10.67","-2.25","24.13","-9.21","3.36","1.51","null","null","null","93.70","2457.00","6.34",449084
"FT",15,"2016-09-17","91.92     ","-2.234","5.829","Yu Darvish","519390","506433","Flyout","Foul","217.573   ","2000.033  ","28.9      ","4.5       ","1 ","Stephen Vogt flies out softly to left fielder Carlos Gomez.  ","R ","L","R","TEX","OAK","S",7,1,1,0,2016,"-6.06                 ","7.83                ","-0.311","2.959               ","null","null","null",1,1,"top","78.1600","107.6600","001040","2016-09-18T00:10:40Z","518960","483630","160917_191707","7.24","-133.815            ","-4.37","-11.25","22.22","-17.55","3.35","1.51","null","null","null","93.19","2140.00","6.61",449084
"FT",16,"2016-09-17","91.74     ","-2.251","5.758","Yu Darvish","519390","506433","Flyout","In play, out(s)","222.495   ","1729.801  ","25.2      ","5.2       ","11","Stephen Vogt flies out softly to left fielder Carlos Gomez.  ","R ","L","R","TEX","OAK","X",7,1,1,1,2016,"-5.85                 ","6.35                ","-1.311","2.692               ","null","null","null",1,1,"top","78.1600","107.6600","001108","2016-09-18T00:11:08Z","518960","483630","160917_191727","4.50","-132.507            ","-4.22","-10.67","21.55","-20.53","3.35","1.51","256","73.4","31.73               ","92.15","2214.00","6.40",449084
"SL",22,"2016-09-17","82.69     ","-2.423","5.947","Yu Darvish","501981","506433","Strikeout","Foul Tip","68.456    ","1637.662  ","-19.1     ","10.7      ","1 ","Khris Davis strikes out on a foul tip.  ","R ","R","R","TEX","OAK","S",0,0,0,2,2016,"8.54                  ","-3.42               ","-0.534","3.354               ","null","null","null",2,1,"top","0.0000","0.0000","001230","2016-09-18T00:12:30Z","518960","483630","160917_191854","1.84","-119.491            ","1.66","12.55","19.61","-37.13","3.59","1.62","null","null","null","81.77","2563.00","5.73",449084
"FF",20,"2016-09-17","93.87     ","-2.14","5.727","Yu Darvish","501981","506433","Strikeout","Swinging Strike","187.883   ","2574.304  ","12.1      ","2.1       ","5 ","Khris Davis strikes out on a foul tip.  ","R ","R","R","TEX","OAK","S",0,0,0,0,2016,"-1.75                 ","12.57               ","0.131","2.794               ","null","null","null",2,1,"top","0.0000","0.0000","001143","2016-09-18T00:11:43Z","518960","483630","160917_191808","6.74","-135.852            ","-6.37","-3.31","26.05","-8.30","3.59","1.62","null","null","null","94.47","2388.00","6.65",449084
"FF",21,"2016-09-17","94.59     ","-2.241","5.675","Yu Darvish","501981","506433","Strikeout","Foul","193.727   ","2444.674  ","22.7      ","2.4       ","1 ","Khris Davis strikes out on a foul tip.  ","R ","R","R","TEX","OAK","S",0,0,0,1,2016,"-2.84                 ","11.6                ","-0.606","3.305               ","null","null","null",2,1,"top","0.0000","0.0000","001202","2016-09-18T00:12:02Z","518960","483630","160917_191828","5.45","-136.884            ","-4.65","-5.47","26.06","-9.77","3.59","1.62","null","null","null","95.23","2400.00","6.67",449084
"SL",58,"2016-09-17","80.85     ","-2.352","5.844","Yu Darvish","592387","506433","Walk","Ball","86.063    ","1592.772  ","-22.2     ","10.5      ","14","Ryon Healy walks.  ","R ","R","R","TEX","OAK","B",0,0,0,0,2016,"9.22                  ","-0.69               ","1.428","1.621               ","null","null","null",0,2,"top","0.0000","0.0000","002407","2016-09-18T00:24:07Z","518960","483630","160917_193033","5.97","-117.002            ","-2.62","12.82","21.51","-33.06","3.42","1.33","null","null","null","80.24","2608.00","6.10",449084
"SL",59,"2016-09-17","78.81     ","-2.599","5.882","Yu Darvish","592387","506433","Walk","Ball","71.279    ","1820.844  ","-20.3     ","11.9      ","11","Ryon Healy walks.  ","R ","R","R","TEX","OAK","B",0,0,1,0,2016,"10.19                 ","-3.51               ","-1.227","2.591               ","null","null","null",0,2,"top","0.0000","0.0000","002424","2016-09-18T00:24:24Z","518960","483630","160917_193049","0.11","-114.169            ","0.68","13.57","19.23","-36.77","3.40","1.45","null","null","null","78.64","2612.00","6.20",449084
"FF",60,"2016-09-17","94.26     ","-2.285","5.661","Yu Darvish","592387","506433","Walk","Called Strike","190.126   ","2405.293  ","15.9      ","2.4       ","11","Ryon Healy walks.  ","R ","R","R","TEX","OAK","S",0,0,2,0,2016,"-2.08                 ","11.59               ","-0.79","2.958               ","null","null","null",0,2,"top","0.0000","0.0000","002441","2016-09-18T00:24:41Z","518960","483630","160917_193107","4.78","-136.138            ","-5.48","-3.97","24.94","-9.96","3.48","1.49","null","null","null","94.68","2636.00","6.56",449084
"FF",61,"2016-09-17","92.63     ","-2.356","5.638","Yu Darvish","592387","506433","Walk","Ball","204.488   ","2117.455  ","26.7      ","3.6       ","11","Ryon Healy walks.  ","R ","R","R","TEX","OAK","B",0,0,2,1,2016,"-4.36                 ","9.53                ","-1.369","3.856               ","null","null","null",0,2,"top","0.0000","0.0000","002503","2016-09-18T00:25:03Z","518960","483630","160917_193128","4.15","-133.983            ","-2.07","-8.11","22.67","-14.38","3.59","1.64","null","null","null","93.66","2504.00","6.81",449084
"FF",62,"2016-09-17","94.60     ","-2.395","5.373","Yu Darvish","592387","506433","Walk","Ball","199.441   ","2528.903  ","29.9      ","2.8       ","13","Ryon Healy walks.  ","R ","R","R","TEX","OAK","B",0,0,3,1,2016,"-4.14                 ","11.68               ","-0.508","0.916               ","null","null","null",0,2,"top","0.0000","0.0000","002525","2016-09-18T00:25:25Z","518960","483630","160917_193150","6.59","-136.896            ","-10.33","-7.94","26.80","-9.67","3.62","1.64","null","null","null","94.89","2657.00","6.54",449084
"FF",66,"2016-09-17","95.28     ","-2.245","5.38","Yu Darvish","475174","506433","Walk","Ball","192.907   ","2641.574  ","25.5      ","2.2       ","13","Yonder Alonso walks.  ","R ","L","R","TEX","OAK","B",0,0,0,0,2016,"-2.87                 ","12.48               ","-0.588","1.103               ","null","null",592387,0,2,"top","0.0000","0.0000","002606","2016-09-18T00:26:06Z","518960","483630","160917_193230","5.56","-137.651            ","-10.29","-5.60","25.64","-7.74","3.46","1.47","null","null","null","95.96","2609.00","6.74",449084
"FF",67,"2016-09-17","94.84     ","-2.133","5.38","Yu Darvish","475174","506433","Walk","Ball","184.513   ","2481.241  ",".9        ","2.2       ","14","Yonder Alonso walks.  ","R ","L","R","TEX","OAK","B",0,0,1,0,2016,"-0.95                 ","12.03               ","1.242","1.45                ","null","null",592387,0,2,"top","0.0000","0.0000","002646","2016-09-18T00:26:46Z","518960","483630","160917_193310","9.53","-136.888            ","-9.08","-1.84","24.86","-8.84","3.46","1.58","null","null","null","95.58","2631.00","6.76",449084
"FT",68,"2016-09-17","94.40     ","-2.057","5.455","Yu Darvish","475174","506433","Walk","Ball","226.364   ","2230.857  ","34.3      ","4.9       ","14","Yonder Alonso walks.  ","R ","L","R","TEX","OAK","B",0,0,2,0,2016,"-7.91                 ","7.5                 ","1.244","0.886               ","null","null",592387,0,2,"top","0.0000","0.0000","002713","2016-09-18T00:27:13Z","518960","483630","160917_193332","11.75","-136.292            ","-9.13","-15.17","24.47","-17.71","3.33","1.54","null","null","null","95.32","2281.00","6.83",449084
"FF",72,"2016-09-17","93.49     ","-2.416","5.523","Yu Darvish","475174","506433","Walk","Called Strike","201.115   ","2202.150  ","24.0      ","3.4       ","13","Yonder Alonso walks.  ","R ","L","R","TEX","OAK","S",0,0,3,0,2016,"-3.94                 ","10.17               ","-1.024","1.726               ","null",592387,"null",0,2,"top","0.0000","0.0000","002737","2016-09-18T00:27:37Z","518960","483630","160917_193402","5.11","-135.172            ","-7.76","-7.39","25.92","-13.03","3.36","1.40","null","null","null","93.85","2535.00","6.60",449084
"FF",73,"2016-09-17","95.17     ","-2.134","5.48","Yu Darvish","475174","506433","Walk","Ball","196.052   ","2606.773  ","28.2      ","2.5       ","13","Yonder Alonso walks.  ","R ","L","R","TEX","OAK","B",0,0,3,1,2016,"-3.51                 ","12.18               ","-0.116","1.042               ","null",592387,"null",0,2,"top","0.0000","0.0000","002802","2016-09-18T00:28:02Z","518960","483630","160917_193425","6.76","-137.537            ","-10.58","-6.83","26.19","-8.43","3.40","1.54","null","null","null","95.88","2590.00","6.79",449084
"CU",77,"2016-09-17","76.21     ","-2.196","5.785","Yu Darvish","543760","506433","Walk","Ball In Dirt","20.822    ","1300.769  ","-5.6      ","13.8      ","14","Marcus Semien walks.   Ryon Healy to 3rd.    Yonder Alonso to 2nd.  ","R ","R","R","TEX","OAK","B",0,0,0,0,2016,"2.86                  ","-7.58               ","0.265","0.281               ","null",592387,475174,0,2,"top","0.0000","0.0000","002903","2016-09-18T00:29:03Z","518960","483630","160917_193525","4.55","-110.342            ","-2.46","3.52","20.09","-41.42","3.36","1.51","null","null","null","75.08","2647.00","5.77",449084
"FF",78,"2016-09-17","94.77     ","-2.191","5.673","Yu Darvish","543760","506433","Walk","Ball","187.146   ","2032.423  ","6.6       ","2.9       ","11","Marcus Semien walks.   Ryon Healy to 3rd.    Yonder Alonso to 2nd.  ","R ","R","R","TEX","OAK","B",0,0,1,0,2016,"-1.23                 ","9.79                ","-0.609","3.802               ","null",592387,475174,0,2,"top","0.0000","0.0000","002923","2016-09-18T00:29:23Z","518960","483630","160917_193549","4.75","-136.767            ","-2.68","-2.38","24.02","-13.16","3.47","1.62","null","null","null","95.22","2453.00","6.55",449084
"FF",79,"2016-09-17","94.27     ","-2.333","5.652","Yu Darvish","543760","506433","Walk","Ball","184.223   ","2040.115  ","2.3       ","2.9       ","11","Marcus Semien walks.   Ryon Healy to 3rd.    Yonder Alonso to 2nd.  ","R ","R","R","TEX","OAK","B",0,0,2,0,2016,"-0.74                 ","9.95                ","-0.734","3.649               ","null",592387,475174,0,2,"top","0.0000","0.0000","002943","2016-09-18T00:29:43Z","518960","483630","160917_193609","4.60","-136.766            ","-3.05","-1.42","26.25","-12.99","3.51","1.68","null","null","null","95.06","2432.00","6.61",449084
"FF",80,"2016-09-17","94.02     ","-2.202","5.575","Yu Darvish","543760","506433","Walk","Ball","181.702   ","2495.455  ","-5.4      ","2.2       ","14","Marcus Semien walks.   Ryon Healy to 3rd.    Yonder Alonso to 2nd.  ","R ","R","R","TEX","OAK","B",0,0,3,0,2016,"-0.37                 ","12.31               ","0.946","2.432               ","null",592387,475174,0,2,"top","0.0000","0.0000","003006","2016-09-18T00:30:06Z","518960","483630","160917_193631","8.62","-136.06             ","-6.85","-0.70","26.91","-8.78","3.40","1.53","null","null","null","94.60","2560.00","6.68",449084
"FT",87,"2016-09-17","94.98     ","-2.27","5.497","Yu Darvish","622194","506433","Single","In play, run(s)","226.690   ","1990.943  ","31.7      ","5.0       ","13","Bruce Maxwell singles on a sharp ground ball to center fielder Ian Desmond.   Ryon Healy scores.    Yonder Alonso scores.    Marcus Semien to 3rd.  ","R ","L","R","TEX","OAK","X",8,4,0,0,2016,"-7.03                 ","6.59                ","-0.816","1.66                ",592387,475174,543760,0,2,"top","122.3300","81.7200","003114","2016-09-18T00:31:14Z","518960","483630","160917_193731","6.49","-137.403            ","-6.99","-13.72","24.30","-19.24","3.59","1.59","234","89.2","3.44                ","95.93","2083.00","6.71",449084
"FF",100,"2016-09-17","95.36     ","-2.442","5.637","Yu Darvish","518649","506433","Strikeout","Ball","199.718   ","2324.050  ","30.7      ","2.7       ","11","Brett Eibner strikes out swinging.  ","R ","R","R","TEX","OAK","B",0,0,0,2,2016,"-3.76                 ","10.45               ","-1.675","4.379               ",543760,"null",622194,0,2,"top","0.0000","0.0000","003251","2016-09-18T00:32:51Z","518960","483630","160917_193915","3.47","-137.813            ","-1.40","-7.45","21.95","-11.39","3.76","1.74","null","null","null","96.43","2546.00","6.73",449084
"SL",101,"2016-09-17","78.56     ","-2.182","5.719","Yu Darvish","518649","506433","Strikeout","Swinging Strike (Blocked)","42.202    ","1920.157  ","-13.6     ","13.8      ","14","Brett Eibner strikes out swinging.  ","R ","R","R","TEX","OAK","S",0,0,1,2,2016,"7.7                   ","-8.55               ","0.279","1.103               ",543760,"null",622194,0,2,"top","0.0000","0.0000","003321","2016-09-18T00:33:21Z","518960","483630","160917_193941","3.29","-113.847            ","-0.75","10.12","20.54","-43.34","3.71","1.68","null","null","null","78.49","2743.00","6.42",449084
"FF",98,"2016-09-17","95.08     ","-2.401","5.565","Yu Darvish","518649","506433","Strikeout","Called Strike","190.154   ","2613.618  ","18.8      ","2.0       ","4 ","Brett Eibner strikes out swinging.  ","R ","R","R","TEX","OAK","S",0,0,0,0,2016,"-2.26                 ","12.6                ","-0.363","2.659               ",543760,"null",622194,0,2,"top","0.0000","0.0000","003200","2016-09-18T00:32:00Z","518960","483630","160917_193825","6.35","-137.315            ","-6.47","-4.36","27.76","-7.82","3.69","1.68","null","null","null","95.20","2542.00","6.57",449084
"SL",99,"2016-09-17","82.96     ","-2.655","5.65","Yu Darvish","518649","506433","Strikeout","Foul","64.967    ","1176.375  ","-14.4     ","10.3      ","4 ","Brett Eibner strikes out swinging.  ","R ","R","R","TEX","OAK","S",0,0,0,1,2016,"6.01                  ","-2.86               ","-0.584","2.801               ",543760,"null",622194,0,2,"top","0.0000","0.0000","003221","2016-09-18T00:32:21Z","518960","483630","160917_193847","3.06","-120.051            ","0.87","8.82","22.14","-36.29","3.71","1.68","null","null","null","82.34","2634.00","6.09",449084
"FT",105,"2016-09-17","94.06     ","-2.457","5.526","Yu Darvish","621563","506433","Sac Fly","In play, run(s)","216.478   ","1888.886  ","26.8      ","4.5       ","13","Joey Wendle out on a sacrifice fly to left fielder Carlos Gomez.   Marcus Semien scores.  ","R ","L","R","TEX","OAK","X",7,1,0,0,2016,"-5.51                 ","7.41                ","-1.018","2.301               ",543760,"null",622194,1,2,"top","69.0300","99.0200","003408","2016-09-18T00:34:08Z","518960","483630","160917_194027","5.84","-135.984            ","-5.42","-10.53","24.15","-17.94","3.27","1.54","318","95.1","16.30               ","94.89","2197.00","6.69",449084
"SL",111,"2016-09-17","83.94     ","-2.632","5.594","Yu Darvish","502143","506433","Single","Called Strike","93.368    ","1105.885  ","-16.9     ","8.8       ","4 ","Danny Valencia singles on a line drive to right fielder Nomar Mazara.   Bruce Maxwell to 3rd.  ","R ","R","R","TEX","OAK","S",9,3,0,0,2016,"6.05                  ","0.31                ","-0.687","2.416               ","null","null",622194,2,2,"top","167.0000","82.7400","003448","2016-09-18T00:34:48Z","518960","483630","160917_194114","2.80","-121.716            ","-1.17","9.26","19.43","-31.63","3.55","1.65","null","null","null","83.97","1284.00","6.09",449084
"FT",112,"2016-09-17","93.06     ","-2.494","5.738","Yu Darvish","502143","506433","Single","Ball","222.431   ","1610.555  ","24.7      ","5.0       ","11","Danny Valencia singles on a line drive to right fielder Nomar Mazara.   Bruce Maxwell to 3rd.  ","R ","R","R","TEX","OAK","B",9,3,0,1,2016,"-5.35                 ","5.81                ","-2.661","3.572               ","null","null",622194,2,2,"top","167.0000","82.7400","003510","2016-09-18T00:35:10Z","518960","483630","160917_194135","1.43","-134.508            ","-1.89","-10.08","21.35","-21.15","3.61","1.72","null","null","null","93.97","2265.00","6.65",449084
"SL",113,"2016-09-17","83.76     ","-2.629","5.61","Yu Darvish","502143","506433","Single","In play, no out","101.917   ","1224.113  ","-19.1     ","8.6       ","7 ","Danny Valencia singles on a line drive to right fielder Nomar Mazara.   Bruce Maxwell to 3rd.  ","R ","R","R","TEX","OAK","X",9,3,1,1,2016,"6.62                  ","1.35                ","-0.321","2.188               ","null","null",622194,2,2,"top","167.0000","82.7400","003550","2016-09-18T00:35:50Z","518960","483630","160917_194201","3.49","-121.624            ","-2.04","10.04","21.00","-30.06","3.60","1.66","282","97.6","11.30               ","83.53","2629.00","6.00",449084
"SL",121,"2016-09-17","79.41     ","-2.331","5.881","Yu Darvish","519390","506433","Strikeout","Called Strike","42.563    ","1860.354  ","-13.3     ","13.1      ","11","Stephen Vogt called out on strikes.  ","R ","L","R","TEX","OAK","S",0,0,0,2,2016,"7.37                  ","-8.08               ","-0.998","2.833               ",622194,"null",502143,2,2,"top","0.0000","0.0000","003738","2016-09-18T00:37:38Z","518960","483630","160917_194402","0.86","-114.934            ","2.49","9.97","18.96","-43.03","3.43","1.61","null","null","null","79.81","2621.00","6.65",449084
"SL",119,"2016-09-17","81.62     ","-2.639","5.687","Yu Darvish","519390","506433","Strikeout","Called Strike","67.047    ","1761.497  ","-19.6     ","11.3      ","11","Stephen Vogt called out on strikes.  ","R ","L","R","TEX","OAK","S",0,0,0,0,2016,"9.28                  ","-3.98               ","-0.9","3.028               ",622194,"null",502143,2,2,"top","0.0000","0.0000","003639","2016-09-18T00:36:39Z","518960","483630","160917_194305","1.24","-118.037            ","1.86","13.20","20.73","-37.76","3.32","1.30","null","null","null","81.24","2582.00","6.20",449084
"FF",120,"2016-09-17","93.56     ","-2.368","5.592","Yu Darvish","519390","506433","Strikeout","Foul","187.643   ","2383.412  ","11.1      ","2.4       ","11","Stephen Vogt called out on strikes.  ","R ","L","R","TEX","OAK","S",0,0,0,1,2016,"-1.57                 ","11.68               ","-1.006","2.998               ",622194,"null",502143,2,2,"top","0.0000","0.0000","003657","2016-09-18T00:36:57Z","518960","483630","160917_194323","4.21","-135.17             ","-5.07","-2.95","25.25","-10.17","3.35","1.51","null","null","null","93.96","2546.00","6.59",449084
"FC",148,"2016-09-17","87.20     ","-2.493","5.682","Yu Darvish","501981","506433","Single","Called Strike","125.939   ","876.132   ","-12.9     ","7.1       ","13","Khris Davis singles on a sharp ground ball to center fielder Ian Desmond.  ","R ","R","R","TEX","OAK","S",8,4,0,0,2016,"3.74                  ","2.67                ","-1.232","2.218               ","null","null","null",0,3,"top","116.2400","82.7400","004711","2016-09-18T00:47:11Z","518960","483630","160917_195329","1.95","-126.229            ","-3.21","6.17","20.28","-27.70","3.59","1.66","null","null","null","87.21","0.00","6.12",449084
"FC",149,"2016-09-17","89.84     ","-2.297","5.665","Yu Darvish","501981","506433","Single","Ball","155.165   ","999.996   ","-11.1     ","5.9       ","14","Khris Davis singles on a sharp ground ball to center fielder Ian Desmond.  ","R ","R","R","TEX","OAK","B",8,4,0,1,2016,"2.15                  ","4.6                 ","0.891","1.673               ","null","null","null",0,3,"top","116.2400","82.7400","004723","2016-09-18T00:47:23Z","518960","483630","160917_195349","7.54","-130.146            ","-5.71","3.77","21.79","-24.03","3.59","1.71","null","null","null","89.88","2870.00","6.13",449084
"FF",150,"2016-09-17","95.00     ","-2.354","5.42","Yu Darvish","501981","506433","Single","Ball","190.064   ","2744.751  ","19.3      ","1.9       ","14","Khris Davis singles on a sharp ground ball to center fielder Ian Desmond.  ","R ","R","R","TEX","OAK","B",8,4,1,1,2016,"-2.33                 ","13.08               ","0.703","0.936               ","null","null","null",0,3,"top","116.2400","82.7400","004743","2016-09-18T00:47:43Z","518960","483630","160917_195408","9.18","-137.063            ","-11.03","-4.53","23.73","-6.64","3.63","1.67","null","null","null","95.58","2764.00","6.63",449084
"FF",151,"2016-09-17","94.14     ","-2.56","5.495","Yu Darvish","501981","506433","Single","Ball","183.788   ","2175.003  ","4.2       ","2.8       ","13","Khris Davis singles on a sharp ground ball to center fielder Ian Desmond.  ","R ","R","R","TEX","OAK","B",8,4,2,1,2016,"-0.71                 ","10.63               ","-1.832","2.164               ","null","null","null",0,3,"top","116.2400","82.7400","004805","2016-09-18T00:48:05Z","518960","483630","160917_195430","2.22","-136.338            ","-6.85","-1.35","25.66","-11.78","3.59","1.67","null","null","null","94.73","2735.00","6.59",449084
"FT",152,"2016-09-17","94.16     ","-2.359","5.57","Yu Darvish","501981","506433","Single","In play, no out","220.386   ","2157.225  ","33.1      ","4.5       ","8 ","Khris Davis singles on a sharp ground ball to center fielder Ian Desmond.  ","R ","R","R","TEX","OAK","X",8,4,3,1,2016,"-6.86                 ","8.03                ","-0.176","2.019               ","null","null","null",0,3,"top","116.2400","82.7400","004834","2016-09-18T00:48:34Z","518960","483630","160917_195454","8.34","-136.343            ","-6.54","-13.14","25.12","-16.73","3.59","1.62","271","107.0","-1.40               ","94.74","2413.00","6.54",449084
"FS",158,"2016-09-17","88.17     ","-2.115","5.625","Yu Darvish","592387","506433","Strikeout","Ball","200.212   ","1543.853  ","8.9       ","5.0       ","12","Ryon Healy called out on strikes.  ","R ","R","R","TEX","OAK","B",0,0,0,2,2016,"-2.82                 ","7.62                ","0.887","2.682               ","null","null",501981,0,3,"top","0.0000","0.0000","005015","2016-09-18T00:50:15Z","518960","483630","160917_195640","8.51","-127.527            ","-3.59","-4.69","24.07","-19.44","3.47","1.60","null","null","null","88.93","1527.00","6.89",449084
"SL",159,"2016-09-17","83.64     ","-2.455","5.505","Yu Darvish","592387","506433","Strikeout","Ball In Dirt","79.678    ","1526.344  ","-21.1     ","10.4      ","14","Ryon Healy called out on strikes.  ","R ","R","R","TEX","OAK","B",0,0,1,2,2016,"8.49                  ","-1.6                ","1.529","0.505               ","null","null",501981,0,3,"top","0.0000","0.0000","005039","2016-09-18T00:50:39Z","518960","483630","160917_195704","6.87","-120.892            ","-4.69","12.51","24.43","-34.45","3.45","1.52","null","null","null","82.64","2678.00","6.06",449084
"SL",160,"2016-09-17","82.55     ","-2.683","5.635","Yu Darvish","592387","506433","Strikeout","Called Strike","80.964    ","1914.056  ","-24.9     ","10.6      ","2 ","Ryon Healy called out on strikes.  ","R ","R","R","TEX","OAK","S",0,0,2,2,2016,"10.71                 ","-1.75               ","-0.079","3.041               ","null","null",501981,0,3,"top","0.0000","0.0000","005110","2016-09-18T00:51:10Z","518960","483630","160917_195735","2.87","-119.444            ","1.20","15.56","21.76","-34.65","3.42","1.56","null","null","null","82.14","2462.00","6.19",449084
"FT",156,"2016-09-17","94.62     ","-2.265","5.486","Yu Darvish","592387","506433","Strikeout","Called Strike","227.319   ","2376.825  ","39.8      ","5.0       ","13","Ryon Healy called out on strikes.  ","R ","R","R","TEX","OAK","S",0,0,0,0,2016,"-8.56                 ","7.86                ","-1.101","1.379               ","null","null",501981,0,3,"top","0.0000","0.0000","004918","2016-09-18T00:49:18Z","518960","483630","160917_195537","6.20","-136.781            ","-8.04","-16.47","25.75","-16.98","3.51","1.56","null","null","null","94.90","2367.00","6.49",449084
"FT",157,"2016-09-17","93.67     ","-2.412","5.729","Yu Darvish","592387","506433","Strikeout","Foul","218.151   ","2068.486  ","32.2      ","4.4       ","11","Ryon Healy called out on strikes.  ","R ","R","R","TEX","OAK","S",0,0,0,1,2016,"-6.32                 ","8.0                 ","-1.225","3.696               ","null","null",501981,0,3,"top","0.0000","0.0000","004937","2016-09-18T00:49:37Z","518960","483630","160917_195602","5.41","-135.437            ","-2.32","-11.93","24.91","-16.99","3.55","1.64","null","null","null","94.05","2426.00","6.54",449084
"SL",168,"2016-09-17","77.22     ","-2.485","5.75","Yu Darvish","475174","506433","Flyout","Ball","44.602    ","1895.268  ","-13.2     ","13.8      ","13","Yonder Alonso flies out to left fielder Carlos Gomez.  ","R ","L","R","TEX","OAK","B",7,1,2,2,2016,"8.07                  ","-8.25               ","-2.363","2.273               ","null","null",501981,1,3,"top","94.4100","69.5100","005350","2016-09-18T00:53:50Z","518960","483630","160917_200014","-2.05","-111.781            ","1.95","10.25","19.44","-42.57","3.33","1.47","null","null","null","77.18","2731.00","6.47",449084
"FF",169,"2016-09-17","95.02     ","-2.428","5.362","Yu Darvish","475174","506433","Flyout","In play, out(s)","181.295   ","2394.000  ","-2.3      ","2.2       ","4 ","Yonder Alonso flies out to left fielder Carlos Gomez.  ","R ","L","R","TEX","OAK","X",7,1,3,2,2016,"-0.26                 ","11.63               ","-0.6","2.514               ","null","null",501981,1,3,"top","94.4100","69.5100","005430","2016-09-18T00:54:30Z","518960","483630","160917_200042","5.09","-137.405            ","-6.03","-0.51","25.91","-9.51","3.33","1.47","334","91.5","38.53               ","95.77","2705.00","6.71",449084
"SL",164,"2016-09-17","77.06     ","-2.372","5.735","Yu Darvish","475174","506433","Flyout","Ball","40.848    ","1865.208  ","-12.6     ","14.3      ","13","Yonder Alonso flies out to left fielder Carlos Gomez.  ","R ","L","R","TEX","OAK","B",7,1,0,0,2016,"7.53                  ","-8.77               ","-0.846","1.743               ","null","null",501981,1,3,"top","94.4100","69.5100","005151","2016-09-18T00:51:51Z","518960","483630","160917_195815","1.21","-111.761            ","1.05","9.40","22.58","-43.04","3.43","1.54","null","null","null","76.26","2698.00","6.17",449084
"FF",165,"2016-09-17","94.46     ","-2.522","5.354","Yu Darvish","475174","506433","Flyout","Called Strike","192.317   ","2667.117  ","24.4      ","2.1       ","13","Yonder Alonso flies out to left fielder Carlos Gomez.  ","R ","L","R","TEX","OAK","S",7,1,1,0,2016,"-2.82                 ","12.87               ","-0.721","2.097               ","null","null",501981,1,3,"top","94.4100","69.5100","005218","2016-09-18T00:52:18Z","518960","483630","160917_195843","5.87","-136.91             ","-7.42","-5.37","29.14","-7.58","3.39","1.46","null","null","null","94.91","2621.00","6.67",449084
"SL",166,"2016-09-17","79.35     ","-2.332","5.543","Yu Darvish","475174","506433","Flyout","Ball In Dirt","33.985    ","1687.545  ","-10.3     ","13.6      ","13","Yonder Alonso flies out to left fielder Carlos Gomez.  ","R ","L","R","TEX","OAK","B",7,1,1,1,2016,"5.65                  ","-8.44               ","-0.254","0.364               ","null","null",501981,1,3,"top","94.4100","69.5100","005247","2016-09-18T00:52:47Z","518960","483630","160917_195910","3.04","-114.838            ","-2.10","7.47","23.46","-43.25","3.44","1.50","null","null","null","77.49","2782.00","5.51",449084
